instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
sst2_validation_000665,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1614,677,3c96c3fc1045fafc,0.6,,0.6,,0.6,,0.75,,0.75,,0.75,,0.23804099999999995,,,0.6,0.75,0.28003333333333597,0.319966666666664,0.27197142857143103,0.32802857142856895,0.6,,2,0.4515948517067711,0.4515948517067711,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
sst2_validation_000657,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,970,282,b68aba988a2aa373,0.6,,1.0,,0.6,,1.0,,1.0,,1.0,,0.28067499999999995,,,0.6,1.0,0.38741904761905555,0.21258095238094443,0.3904285714285797,0.2095714285714203,0.6,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
sst2_validation_000361,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1356,446,53ae850b6f80a8dd,0.5,0.3333333333333333,0.4,0.2,0.375,0.4,1.0,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.23544999999999994,,,0.36166666666666664,0.7333333333333333,0.2724624747474771,0.08920419191918955,0.2743136688311712,0.08735299783549544,0.4375,0.3666666666666667,4,0.16209381640268525,1.0,0.23934004547334897,-0.7530585962652933,3,True,0,True,True,False,True,positive,True,True,True,True,2,2
sst2_validation_000394,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1450,585,67a8763d00facc6b,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.4,0.4,1.0,1.0,0.8,0.5,1.0,1.0,0.3347750571428571,0.6666666666666669,0.8333333333333335,0.3409523809523809,0.9,0.09387380952380926,0.24707857142857165,0.09853285714285677,0.24241952380952414,0.34285714285714286,0.34285714285714286,4,0.7594339622641509,1.0,1.0,0.2783018867924528,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000228,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,956,300,121db9f475afa812,0.4,,0.5,,0.4,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.13545,,,0.4,0.6666666666666666,0.29554583333332946,0.10445416666667057,0.29969583333332894,0.10030416666667108,0.4,,2,0.22834645669291334,0.22834645669291334,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000188,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,982,287,6c16dd54d427ba05,,,0.5,,,,,,0.6666666666666666,,,,0.24399999999999994,,,,,,,,,,,0,,,,,0,False,0,False,False,False,False,,True,False,False,True,0,0
sst2_validation_000513,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.8,True,False,1363,496,66ffc0207e802d03,0.125,0.375,0.375,0.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.6,0.6,0.0,0.3333333333333333,0.6,0.10099349999999999,,,0.21428571428571427,0.37333333333333335,0.1721383333333336,0.042147380952380686,0.17654817460317504,0.037737539682539234,0.13392857142857142,0.4017857142857143,4,-0.032921187519592277,-0.046778837292016526,0.2706019663920962,-0.3225866916588565,3,True,0,True,True,False,False,positive,True,True,True,True,3,0
sst2_validation_000010,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,958,316,d9ae1018167dba5e,0.6,,0.5,,0.6,,1.0,,0.6666666666666666,,1.0,,0.2986749999999999,,,0.6,1.0,0.33025000000000415,0.2697499999999958,0.3315857142857179,0.26841428571428205,0.6,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000529,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1173,442,b04c96a0a49e1956,0.375,0.4444444444444444,0.6666666666666666,0.75,0.5714285714285714,0.625,0.6,0.8,0.8,1.0,0.8,1.0,0.3511629999999999,1.0,1.0,0.5531746031746032,0.8400000000000001,0.2451684423909449,0.3080061607836583,0.2500443187368208,0.3031302844377824,0.4732142857142857,0.5347222222222222,4,0.7248183942572771,0.41432408712534236,0.7601310956464891,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,5,3
sst2_validation_000007,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1458,327,bed5ce4a26311b72,0.2,,1.0,,0.2,,0.3333333333333333,,1.0,,0.3333333333333333,,0.27099999999999996,,,0.2,0.3333333333333333,0.62975,-0.42975,0.65,-0.45,0.2,,2,-1.1333333333333333,-1.1333333333333333,,,1,False,0,False,False,False,True,negative,True,True,False,True,1,1
sst2_validation_000312,sst2,eu.amazon.nova-pro-v1:0,negative,positive,0.85,False,False,1020,315,c4f7026cf0a8528a,0.5,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,0,0.21259842519685032,0.21259842519685032,,,1,False,0,True,True,False,False,negative,True,True,False,False,0,0
sst2_validation_000498,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1103,346,5f77cecbddbdff28,,,,0.125,0.14285714285714285,0.4,,,,0.25,0.3333333333333333,0.6666666666666666,,,,0.22261904761904763,0.4166666666666667,0.2987501984127006,-0.07613115079365299,,,0.14285714285714285,0.4,2,-0.21104940978998368,-0.4338549075391182,0.2887096774193548,-0.48800299925018764,3,True,0,True,True,False,False,negative,False,True,True,True,0,0
sst2_validation_000704,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,969,279,ea1645fe59cb3b1a,0.0,,0.2,,0.0,,0.0,,0.3333333333333333,,0.0,,0.11646899999999998,,,0.0,0.0,0.1255833333333347,-0.1255833333333347,0.13083333333333458,-0.13083333333333458,0.0,,2,-0.6000000000000001,-0.6000000000000001,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000211,sst2,eu.amazon.nova-pro-v1:0,negative,positive,0.95,False,False,1503,604,feee7215259975eb,,0.5,0.4,,,0.6666666666666666,,1.0,0.6666666666666666,,,1.0,0.20844999999999997,,,0.5833333333333333,1.0,0.18291666666666487,0.4004166666666684,0.1983166666666649,0.38501666666666834,,0.5833333333333333,2,1.0,,1.0,,1,False,0,True,True,False,False,negative,True,False,True,True,2,2
sst2_validation_000287,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1427,562,bed1fd6f76e1565c,0.4444444444444444,0.125,0.3333333333333333,0.14285714285714285,0.375,0.16666666666666666,0.6666666666666666,0.5,0.6,0.5,0.6,0.5,0.2723415428571428,,,0.2507936507936508,0.5533333333333333,0.16478397186147314,0.08600967893217765,0.17100645743145843,0.07978719336219237,0.4097222222222222,0.14583333333333331,4,0.179900620103728,0.2789215456560248,0.12564517952002408,0.13513513513513517,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000838,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1225,361,2412de35b11c862a,0.6666666666666666,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,0.3333333333333333,0.5,0.13108333333333322,0.2022500000000001,0.13518749999999985,0.19814583333333347,0.3333333333333333,,2,0.375886524822695,0.375886524822695,,,1,False,0,False,False,False,True,,True,True,False,True,0,0
sst2_validation_000474,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,923,255,aef980d489c56654,0.5,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,0.17099999999999996,,,0.5166666666666666,0.7666666666666666,0.530899999999996,-0.014233333333329434,0.5275416666666629,-0.010874999999996304,0.5,0.6666666666666666,4,-0.11111111111111109,-0.3333333333333333,1.0,-1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000536,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1055,352,d1cdbcd72ce18ca6,0.25,,0.3333333333333333,,0.25,,1.0,,0.5,,1.0,,0.20844999999999997,,,0.25,1.0,0.09056249999999999,0.1594375,0.096,0.154,0.25,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000253,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1554,578,8fc5af0786ea6624,,,0.42857142857142855,,,,,,0.6,,,,0.14781599999999995,,,,,,,,,,,0,,,,,0,False,0,False,False,False,False,negative,True,False,False,True,0,0
sst2_validation_000438,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1505,639,033021dbf6989281,0.5,0.4,0.4444444444444444,0.6666666666666666,0.8,0.8333333333333334,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.2866899021428571,0.0,0.5,0.64,0.9333333333333332,0.1590333136308131,0.48096668636918694,0.1589656268731265,0.4810343731268735,0.65,0.6166666666666667,4,0.8930314988716878,1.0,0.6790944966150635,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,4,4
sst2_validation_000018,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1091,298,9d30adc03789cc7c,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.12599999999999997,,,0.5999999999999999,0.8666666666666666,0.530899999999996,0.06910000000000383,0.5324249999999963,0.0675750000000036,0.5,0.6666666666666666,4,0.5555555555555556,-0.3333333333333333,1.0,1.0,3,True,0,True,True,False,True,positive,True,True,True,True,2,2
sst2_validation_000666,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1055,318,79fdd572735f0aa0,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.5,1.0,0.5,1.0,0.5,0.27099999999999996,,,0.55,0.7,0.15881166666666524,0.3911883333333348,0.16523999999999855,0.3847600000000015,1.0,0.25,4,0.4670542635658914,1.0,0.2005813953488372,0.2005813953488372,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000723,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1090,364,5f9eba5d809bcaeb,0.6,1.0,1.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22004099999999996,,,0.76,1.0,0.2304933333333329,0.5295066666666671,0.23002571428571397,0.5299742857142861,0.6,1.0,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,3
sst2_validation_000423,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1000,298,ec24084067e92b7a,0.0,0.75,1.0,0.0,0.0,0.75,0.0,1.0,1.0,0.0,0.0,1.0,0.27099999999999996,,,0.3,0.4,0.27072999999999536,0.029270000000004626,0.2710483333333287,0.028951666666671316,0.0,0.75,4,0.0,-1.0,1.0,,2,False,1,True,True,False,False,positive,True,True,True,True,3,0
sst2_validation_000436,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1146,260,aa8565930b325dea,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.17099999999999996,,,0.6666666666666666,1.0,0.35081249999999864,0.315854166666668,0.47739583333332597,0.18927083333334066,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,True,,True,True,False,True,2,2
sst2_validation_000665,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1529,348,3c96c3fc1045fafc,0.2,,0.3333333333333333,,0.5,,0.5,,0.5,,1.0,,0.31981599999999993,,,0.35,0.75,0.1719749999999966,0.17802500000000337,0.18349999999999633,0.16650000000000365,0.35,,2,0.5408163265306123,0.5408163265306123,,,1,False,0,False,False,False,False,positive,True,True,False,True,1,1
sst2_validation_000657,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1078,242,b68aba988a2aa373,0.6,0.6666666666666666,1.0,0.4,0.6,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.32567499999999994,,,0.5866666666666667,1.0,0.3063659523809553,0.28030071428571135,0.3291423809523843,0.2575242857142824,0.6,0.6666666666666666,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,2
sst2_validation_000361,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1698,334,53ae850b6f80a8dd,0.0,,0.4,,0.25,,0.0,,0.6666666666666666,,0.5,,0.20844999999999997,,,0.125,0.25,0.15162083333333176,-0.02662083333333176,0.17054583333333162,-0.04554583333333162,0.125,,2,-0.12722252983880894,-0.12722252983880894,,,1,False,0,False,False,False,True,negative,True,True,False,True,0,0
sst2_validation_000394,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1520,459,67a8763d00facc6b,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.41734154285714287,,,0.6095238095238095,1.0,0.10455571428571395,0.5049680952380955,0.11436226190476122,0.49516154761904824,0.7142857142857143,0.47619047619047616,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000228,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1073,243,121db9f475afa812,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.32567499999999994,,,0.26666666666666666,0.4,0.19655000000000025,0.07011666666666641,0.21046666666666694,0.05619999999999972,0.0,0.6666666666666666,4,0.11248246844319776,-0.44516129032258067,1.0,-0.21739130434782605,3,True,0,True,True,False,False,negative,True,True,True,True,2,0
sst2_validation_000188,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1460,309,6c16dd54d427ba05,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.36504099999999995,,,0.6666666666666666,1.0,0.1798333333333335,0.4868333333333331,0.20166666666666716,0.46499999999999947,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,negative,True,True,False,True,2,2
sst2_validation_000513,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1426,400,66ffc0207e802d03,0.125,0.14285714285714285,0.375,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6,0.0,0.0,0.5,0.24934049999999996,,,0.0869047619047619,0.26666666666666666,0.12301630952380907,-0.03611154761904717,0.13037726190476148,-0.04347249999999958,0.0625,0.15476190476190477,4,-0.07024570470325386,-0.20422963391807086,0.16565369196948143,-0.17216117216117216,3,True,0,True,True,False,False,positive,True,True,True,True,1,0
sst2_validation_000010,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.98,True,False,1436,299,d9ae1018167dba5e,0.42857142857142855,,1.0,,0.42857142857142855,,1.0,,1.0,,1.0,,0.28067499999999995,,,0.42857142857142855,1.0,0.3613839285714339,0.06718749999999463,0.3693750000000059,0.059196428571422655,0.42857142857142855,,2,,,,,0,False,2,False,False,False,False,positive,True,True,False,True,3,3
sst2_validation_000529,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1286,357,b04c96a0a49e1956,0.8333333333333334,0.625,0.8,0.75,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.32438799999999995,0.3333333333333334,0.6666666666666667,0.675,1.0,0.23164797341547225,0.44335202658452777,0.2756114915639883,0.39938850843601176,0.75,0.5625,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,5,4
sst2_validation_000007,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,965,182,bed5ce4a26311b72,,,1.0,,,,,,1.0,,,,0.32567499999999994,,,,,,,,,,,0,,,,,0,False,0,False,False,False,False,,True,False,False,True,0,0
sst2_validation_000312,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1249,238,c4f7026cf0a8528a,0.2,,0.5,,0.5,,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,,0.19899999999999995,,,0.35,0.5,0.3629500000000034,-0.012950000000003403,0.3804500000000045,-0.03045000000000453,0.35,,2,-0.023622047244094543,-0.023622047244094543,,,1,False,0,False,False,False,True,,True,True,False,True,1,1
sst2_validation_000498,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1179,274,5f77cecbddbdff28,0.4,0.3333333333333333,0.2,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.20844999999999997,,,0.3433333333333333,0.8666666666666666,0.16937500000000044,0.17395833333333288,0.18163499999999982,0.1616983333333335,0.4,0.3333333333333333,4,0.7629032258064515,0.2887096774193548,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,1,1
sst2_validation_000704,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1102,258,ea1645fe59cb3b1a,0.25,,0.5,,0.42857142857142855,,0.6666666666666666,,0.6666666666666666,,1.0,,0.19304099999999996,,,0.3392857142857143,0.8333333333333333,0.3613839285714339,-0.02209821428571962,0.3678125000000057,-0.028526785714291403,0.3392857142857143,,2,,,,,0,False,2,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000211,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,positive,0.95,False,False,1207,306,feee7215259975eb,,0.25,0.6,,,0.25,,1.0,0.75,,,1.0,0.22667499999999996,,,0.25,1.0,0.11206250000000001,0.1379375,0.11425,0.13574999999999998,,0.25,2,1.0,,1.0,,1,False,0,True,True,False,False,negative,True,False,True,True,1,1
sst2_validation_000287,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1825,466,bed1fd6f76e1565c,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.25,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,1.0,0.31734154285714283,,,0.20238095238095238,0.7,0.08150833333333304,0.12087261904761934,0.08798273809523784,0.11439821428571455,0.26785714285714285,0.23809523809523808,4,0.49694749694749696,0.6336996336996337,1.0,-0.14285714285714285,3,True,1,True,True,False,True,negative,True,True,True,True,2,0
sst2_validation_000838,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.92,True,False,1430,296,2412de35b11c862a,0.0,,0.5,,0.0,,0.0,,0.6666666666666666,,0.0,,0.23544999999999994,,,0.0,0.0,0.13108333333333322,-0.13108333333333322,0.1426666666666666,-0.1426666666666666,0.0,,2,-0.24822695035460993,-0.24822695035460993,,,1,False,0,False,False,False,False,negative,True,True,False,True,0,0
sst2_validation_000474,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,999,196,aef980d489c56654,0.5,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,0.17099999999999996,,,0.5166666666666666,0.7666666666666666,0.530899999999996,-0.014233333333329434,0.5441916666666625,-0.027524999999995914,0.5,0.6666666666666666,4,-0.11111111111111109,-0.3333333333333333,1.0,-1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000536,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,1179,287,d1cdbcd72ce18ca6,0.4444444444444444,0.25,0.4,0.1111111111111111,0.2,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.23544999999999994,,,0.2677777777777778,0.9333333333333332,0.17506686868686766,0.09271090909091012,0.17849838383838318,0.0892793939393946,0.3222222222222222,0.29166666666666663,4,1.0,1.0,1.0,,2,False,2,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000253,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1659,396,8fc5af0786ea6624,0.4,,0.5,,0.2,,1.0,,0.75,,0.5,,0.29304099999999994,,,0.30000000000000004,0.75,0.14764166666666545,0.1523583333333346,0.15323333333333186,0.14676666666666818,0.30000000000000004,,2,0.5805084745762712,0.5805084745762712,,,1,False,0,False,False,False,False,negative,True,True,False,True,1,1
sst2_validation_000438,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1581,501,033021dbf6989281,0.2222222222222222,0.375,0.5,0.2,0.16666666666666666,0.75,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3900369021428571,0.6666666666666669,0.8333333333333335,0.3427777777777778,0.6666666666666666,0.10865666666666593,0.23412111111111186,0.11052388888888835,0.23225388888888943,0.19444444444444442,0.5625,4,0.4558540105912013,0.24675555350554895,1.0,0.12080647826805488,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
